id,mol_dir_name,bmrbacc,sub_id,x_chem_shift,y_chem_shift,x_width,y_width,height,volume
1653,trans_cinnamic_acid,bmse000124,3,131.7,7.45,2.458,3.404,149490000,1228712000
1654,trans_cinnamic_acid,bmse000124,4,132.328,7.432,2.291,3.066,153100600,1001626000
1655,trans_cinnamic_acid,bmse000124,5,131.697,7.433,2.47,3.089,186606600,1444693000
1656,trans_cinnamic_acid,bmse000124,6,143.563,7.409,2.251,2.65,133280000,591989800
1657,trans_cinnamic_acid,bmse000124,7,132.329,7.399,2.268,3.659,35480200,34133550
1658,trans_cinnamic_acid,bmse000124,8,143.563,7.368,2.287,2.579,140143100,622589400
1659,trans_cinnamic_acid,bmse000124,9,126.831,6.536,2.261,2.598,148779200,657876100
1660,trans_cinnamic_acid,bmse000124,10,126.831,6.496,2.25,2.653,135812800,602217300
1661,D_trehalose,bmse000125,1,95.918,5.188,2.211,3.768,615925700,4388432000
1662,D_trehalose,bmse000125,2,75.215,3.872,2.243,3.041,171266000,978852900
1663,D_trehalose,bmse000125,3,63.228,3.87,2.441,3.15,190327000,998548300
1664,D_trehalose,bmse000125,4,75.206,3.847,2.265,3.219,341293200,2205949000
1665,D_trehalose,bmse000125,5,74.922,3.838,3.033,4.396,224592900,3453376000
1666,D_trehalose,bmse000125,6,63.229,3.84,2.47,2.934,336618000,2253078000
1667,D_trehalose,bmse000125,7,74.892,3.821,2.608,4.513,253066600,4231796000
1668,D_trehalose,bmse000125,8,74.866,3.803,2.146,8.363,229144000,4352188000
1669,D_trehalose,bmse000125,9,74.861,3.775,2.348,2.541,66706740,64545820
1670,D_trehalose,bmse000125,10,63.221,3.771,2.377,4.472,204002700,1720038000
1671,D_trehalose,bmse000125,11,63.226,3.745,2.361,5.126,131761400,1802734000
1672,D_trehalose,bmse000125,12,73.754,3.655,2.248,3.82,287165000,2445851000
1673,D_trehalose,bmse000125,13,75.214,3.644,2.226,3.616,70660120,135861200
1674,D_trehalose,bmse000125,14,73.753,3.629,2.26,3.742,259996500,2310169000
1675,D_trehalose,bmse000125,15,72.387,3.466,2.181,3.314,210196800,1510227000
1676,D_trehalose,bmse000125,16,72.387,3.442,2.239,3.007,378546000,2236626000
1677,D_trehalose,bmse000125,17,72.387,3.418,2.268,2.941,183270100,1027904000
1678,xanthine,bmse000127,1,142.991,7.724,2.508,2.67,210570900,1457438000
1679,xanthosine,bmse000128,1,140.071,7.87,2.419,2.593,595693200,3215347000
1680,xanthosine,bmse000128,2,90.673,5.868,2.235,3.047,547401700,3776858000
1681,xanthosine,bmse000128,3,90.667,5.854,2.3,3.042,530279900,3904420000
1682,xanthosine,bmse000128,4,75.979,4.773,2.138,6.242,399874900,4305541000
1683,xanthosine,bmse000128,5,73.567,4.407,2.376,4.968,419313200,4393471000
1684,xanthosine,bmse000128,6,88.538,4.262,2.145,4.015,634030100,5173158000
1685,xanthosine,bmse000128,7,64.367,3.918,2.184,3.423,153417700,1008323000
1686,xanthosine,bmse000128,8,64.361,3.887,2.241,3.061,303508400,1894366000
1687,xanthosine,bmse000128,9,64.364,3.819,2.132,3.752,255582900,1917193000
1688,xanthosine,bmse000128,10,64.361,3.787,2.15,3.586,135025800,999252900
1689,xylitol,bmse000129,1,74.631,3.796,2.149,6.291,120308600,1455959000
1690,xylitol,bmse000129,2,65.33,3.729,2.273,3.916,54593920,249413300
1691,xylitol,bmse000129,3,65.328,3.698,2.227,4.33,133695700,1047854000
1692,xylitol,bmse000129,4,65.327,3.658,2.341,2.802,105378400,644726400
1693,xylitol,bmse000129,5,65.326,3.64,2.232,4.127,102778000,1188677000
1694,xylitol,bmse000129,6,73.482,3.637,2.168,4.068,92101890,714354800
1695,xylitol,bmse000129,7,65.325,3.612,2.329,3.396,48777500,291016000
1696,tyramine,bmse000243,1,133.023,7.231,2.348,2.776,549585100,3355390000
1697,tyramine,bmse000243,2,132.998,7.21,2.444,2.806,558383400,3403873000
1698,tyramine,bmse000243,3,118.514,6.92,2.235,2.846,756486900,4450727000
1699,tyramine,bmse000243,4,118.53,6.899,2.287,2.792,619995700,3631204000
1700,tyramine,bmse000243,5,43.457,3.254,2.22,3.095,329795500,2529701000
1701,tyramine,bmse000243,6,43.456,3.236,2.376,2.645,715069000,4259985000
1702,tyramine,bmse000243,7,43.449,3.218,2.227,3.123,374572400,2784224000
1703,tyramine,bmse000243,8,34.635,2.947,2.58,2.543,264124500,1518432000
1704,tyramine,bmse000243,9,34.626,2.929,2.41,2.967,504401200,3573487000
1705,tyramine,bmse000243,10,34.626,2.91,2.489,2.932,266453100,1517993000
1706,L_carnosine,bmse000246,1,137.522,8.017,2.605,2.563,318280300,1770022000
1707,L_carnosine,bmse000246,2,119.857,7.055,2.3,2.747,721567300,3976549000
1708,L_carnosine,bmse000246,3,57.594,4.468,2.153,5.737,434015400,6167641000
1709,L_carnosine,bmse000246,4,38.372,3.22,2.32,3.383,571003300,4500837000
1710,L_carnosine,bmse000246,5,31.006,3.191,2.084,5.245,139146800,1088218000
1711,L_carnosine,bmse000246,6,31.009,3.153,2.09,5.792,223034200,1794770000
1712,L_carnosine,bmse000246,7,31.009,3.047,2.267,2.758,180711700,980756100
1713,L_carnosine,bmse000246,8,31.008,3.024,2.169,3.177,182212300,1276284000
1714,L_carnosine,bmse000246,9,31,2.987,2.21,3.11,111680700,663442300
1715,L_carnosine,bmse000246,10,34.78,2.682,2.173,3.426,350411800,2657039000
1716,L_carnosine,bmse000246,11,34.78,2.668,2.177,3.731,392844300,4227254000
1717,L_carnosine,bmse000246,12,34.767,2.632,2.243,6.302,74601980,1894970000
1718,glycolate,bmse000245,1,63.915,3.933,2.234,2.81,653680600,3507524000
1719,1_3_dimethylurea,bmse000248,1,29.149,2.668,2.448,2.556,770349700,4050980000
1720,D_glucosamine,bmse000247,1,92.417,5.415,2.118,3.784,306806900,2166601000
1721,D_glucosamine,bmse000247,2,96.723,4.841,2.287,2.747,162310700,868854100
1722,D_glucosamine,bmse000247,3,96.73,4.82,2.292,2.67,171526000,914170200
1723,D_glucosamine,bmse000247,4,63.299,3.919,2.109,3.3,92954660,526401600
1724,D_glucosamine,bmse000247,5,74.358,3.885,2.113,9.702,115776300,2036438000
1725,D_glucosamine,bmse000247,6,63.294,3.886,2.323,2.972,135439900,828114400
1726,D_glucosamine,bmse000247,7,72.945,3.867,2.443,2.781,91416750,439676400
1727,D_glucosamine,bmse000247,8,74.353,3.865,2.253,4.378,126920700,1248731000
1728,D_glucosamine,bmse000247,9,63.091,3.865,2.32,2.96,98619840,564524900
1729,D_glucosamine,bmse000247,10,72.947,3.842,2.287,3.018,183922200,1083547000
1730,D_glucosamine,bmse000247,11,63.087,3.832,2.222,3.101,216571500,1299817000
1731,D_glucosamine,bmse000247,12,72.947,3.817,2.364,2.814,103062000,569394900
1732,D_glucosamine,bmse000247,13,63.085,3.802,2.172,4.026,143815900,1463411000
1733,D_glucosamine,bmse000247,14,63.225,3.762,3.297,4.624,81525290,1243619000
1734,D_glucosamine,bmse000247,15,63.299,3.723,2.111,7.914,55046330,780340700
1735,D_glucosamine,bmse000247,16,75.872,3.623,2.372,2.584,63577110,296822800
1736,D_glucosamine,bmse000247,17,75.868,3.599,2.332,2.708,133609000,638121500
1737,D_glucosamine,bmse000247,18,75.867,3.575,2.38,2.644,75988500,364049800
1738,D_glucosamine,bmse000247,19,78.855,3.521,2.175,4.38,61575590,531616700
1739,D_glucosamine,bmse000247,20,78.852,3.497,2.234,6.085,90253800,1281316000
1740,D_glucosamine,bmse000247,21,72.349,3.495,2.4,2.964,122557200,806804000
1741,D_glucosamine,bmse000247,22,72.346,3.469,2.314,2.85,241238100,1402822000
1742,D_glucosamine,bmse000247,23,78.856,3.464,2.347,2.867,38023570,65628940
1743,D_glucosamine,bmse000247,24,72.366,3.444,2.442,3.05,169775200,1247913000
1744,D_glucosamine,bmse000247,25,72.406,3.418,2.629,2.723,45853120,138978900
1745,D_glucosamine,bmse000247,26,57.152,3.217,2.298,3.39,153817000,1024125000
1746,D_glucosamine,bmse000247,27,57.153,3.19,2.29,3.572,150097800,1189527000
1747,D_glucosamine,bmse000247,28,59.681,2.889,2.44,2.633,80773740,365769600
1748,D_glucosamine,bmse000247,29,59.684,2.866,2.403,2.746,137766100,734976900
1749,D_glucosamine,bmse000247,30,59.687,2.842,2.484,2.555,73217740,281241500
1750,isethionic_acid,bmse000242,1,59.642,3.941,2.279,3.026,266348000,1888953000
1751,isethionic_acid,bmse000242,2,59.642,3.926,2.243,3.8,159950500,1953941000
1752,isethionic_acid,bmse000242,3,55.534,3.16,2.254,4.95,119034600,1980003000
1753,isethionic_acid,bmse000242,4,55.535,3.147,2.297,3.338,261081900,1973925000
1754,isethionic_acid,bmse000242,5,55.534,3.136,2.225,6.3,152984000,2622065000
1755,N_N_dimethylglycine,bmse000241,1,62.578,3.72,2.595,2.392,913965200,4499114000
1756,N_N_dimethylglycine,bmse000241,2,46.231,2.922,2.399,2.537,2340205000,12137200000
1757,dihydroxyacetone,bmse000144,1,67.544,4.407,2.232,2.649,678298300,3298347000
1758,dihydroxyacetone,bmse000144,2,66.251,3.563,2.325,2.547,302585400,1454989000
1759,N_acetyl_L_glutamine,bmse000145,1,57.373,4.156,2.344,7.31,255540900,3741132000
1760,N_acetyl_L_glutamine,bmse000145,2,34.453,2.34,2.407,3.065,245267500,1976752000
1761,N_acetyl_L_glutamine,bmse000145,3,34.449,2.321,2.377,2.866,496005600,3496458000
1762,N_acetyl_L_glutamine,bmse000145,4,34.452,2.301,2.369,2.91,284416400,1888610000
1763,N_acetyl_L_glutamine,bmse000145,5,30.454,2.122,2.377,3.928,114227400,1185574000
1764,N_acetyl_L_glutamine,bmse000145,6,30.447,2.103,2.258,4.711,128587800,1357877000
1765,N_acetyl_L_glutamine,bmse000145,7,24.634,2.027,2.47,2.577,1120038000,5981805000
1766,N_acetyl_L_glutamine,bmse000145,8,30.454,1.942,2.502,3.322,110653300,708556700
1767,N_acetyl_L_glutamine,bmse000145,9,30.454,1.923,2.459,3.163,150734600,1009701000
1768,N_acetyl_L_glutamine,bmse000145,10,30.454,1.907,2.547,3.346,131000500,929688700
1769,N_acetyl_L_glutamine,bmse000145,11,30.449,1.889,2.46,3.279,99671570,604452900
1770,ADA,bmse000146,1,59.961,3.798,2.357,2.702,42219800,160941900
1771,ADA,bmse000146,2,60.068,3.527,2.707,2.724,403441800,2679676000
1772,ADA,bmse000146,3,60.921,3.412,2.522,2.585,1027257000,5981278000
1773,4_aminoantipyrine,bmse000147,1,132.393,7.582,2.445,2.619,258819400,1506137000
1774,4_aminoantipyrine,bmse000147,2,132.394,7.563,2.23,3.621,207618200,2231624000
1775,4_aminoantipyrine,bmse000147,3,131.837,7.534,2.343,2.599,109519100,498279800
1776,4_aminoantipyrine,bmse000147,4,132.357,7.532,2.332,5.138,85888540,482606900
1777,4_aminoantipyrine,bmse000147,5,131.805,7.516,2.123,3.126,185840500,1209302000
1778,4_aminoantipyrine,bmse000147,6,131.789,7.497,2.07,7.592,99286100,1259163000
1779,4_aminoantipyrine,bmse000147,7,129.325,7.382,2.56,2.788,283253400,2068936000
1780,4_aminoantipyrine,bmse000147,8,129.315,7.362,2.417,2.906,290202100,1715137000
1781,4_aminoantipyrine,bmse000147,9,37.234,3.041,2.421,2.493,1220283000,6077716000
1782,4_aminoantipyrine,bmse000147,10,11.767,2.237,2.397,2.494,792153900,3593972000
1783,acetylcarnitine,bmse000142,1,69.573,5.604,2.178,6.792,130517300,1995927000
1784,acetylcarnitine,bmse000142,2,69.571,5.59,2.211,5.362,139966000,1921707000
1785,acetylcarnitine,bmse000142,3,70.833,3.879,2.272,2.628,76696490,268712800
1786,acetylcarnitine,bmse000142,4,70.836,3.844,2.157,3.301,113865200,735263000
1787,acetylcarnitine,bmse000142,5,70.828,3.82,2.424,2.764,95689980,522525600
1788,acetylcarnitine,bmse000142,6,70.833,3.62,2.422,2.714,184907900,987207600
1789,acetylcarnitine,bmse000142,7,70.842,3.584,2.381,2.799,138220000,819805900
1790,acetylcarnitine,bmse000142,8,56.807,3.221,2.286,2.521,77875280,291357300
1791,acetylcarnitine,bmse000142,9,56.516,3.188,2.237,2.832,3143153000,17069970000
1792,acetylcarnitine,bmse000142,10,42.909,2.661,2.463,3.416,75863840,467756300
1793,acetylcarnitine,bmse000142,11,42.912,2.621,2.422,3.646,134496900,1065950000
1794,acetylcarnitine,bmse000142,12,42.909,2.613,2.38,4.043,135881000,1065950000
1795,acetylcarnitine,bmse000142,13,42.91,2.528,2.591,2.587,127150200,649074900
1796,acetylcarnitine,bmse000142,14,42.911,2.509,2.397,3.406,117926100,789859600
1797,acetylcarnitine,bmse000142,15,42.917,2.488,2.688,2.509,74189530,394107800
1798,acetylcarnitine,bmse000142,16,42.914,2.469,2.595,2.783,71749490,240579000
1799,acetylcarnitine,bmse000142,17,23.322,2.135,2.622,2.434,533513100,2813673000
1800,5_acetylamido_2_chloroaniline,bmse000143,1,132.44,7.313,2.429,2.631,59366700,167900900
1801,5_acetylamido_2_chloroaniline,bmse000143,2,132.398,7.291,2.385,2.921,75575470,371433900
1802,5_acetylamido_2_chloroaniline,bmse000143,3,113.005,7.055,2.283,3.137,156612800,902925100
1803,5_acetylamido_2_chloroaniline,bmse000143,4,116.24,6.81,2.427,3.278,65127790,393021900
1804,5_acetylamido_2_chloroaniline,bmse000143,5,116.209,6.79,2.23,3.571,87787110,652884200
1805,5_acetylamido_2_chloroaniline,bmse000143,6,25.541,2.14,2.593,2.723,158342100,980141600
1806,uracil,bmse000187,1,146.217,7.537,2.548,2.346,220835900,1280662000
1807,uracil,bmse000187,2,146.206,7.517,2.525,2.739,234529700,1674787000
1808,uracil,bmse000187,3,103.744,5.803,2.245,2.986,217189600,1435333000
1809,uracil,bmse000187,4,103.742,5.783,2.394,2.576,245193100,1514108000
1810,cytidine,bmse000190,1,144.342,7.847,2.153,2.989,482233300,2710474000
1811,cytidine,bmse000190,2,144.332,7.828,2.244,2.704,447901700,2475197000
1812,cytidine,bmse000190,3,98.942,6.051,2.305,3.527,628884500,6398836000
1813,cytidine,bmse000190,4,98.94,6.032,2.401,2.693,618046300,3887843000
1814,cytidine,bmse000190,5,92.987,5.9,2.224,3.882,1003115000,7664760000
1815,cytidine,bmse000190,6,76.671,4.305,2.099,4.724,666857900,6240976000
1816,cytidine,bmse000190,7,71.987,4.205,2.467,3.387,495002900,4188801000
1817,cytidine,bmse000190,8,86.474,4.13,2.306,5.446,568806800,6901956000
1818,cytidine,bmse000190,9,63.433,3.945,2.153,3.475,239300900,1425938000
1819,cytidine,bmse000190,10,63.429,3.913,2.303,3.158,439266700,2726632000
1820,cytidine,bmse000190,11,63.428,3.828,2.099,4.705,352111000,2860670000
1821,cytidine,bmse000190,12,63.43,3.797,2.09,5.153,217109900,2433713000
1822,propionic_acid,bmse000179,1,33.418,2.202,2.718,2.305,138563600,628247400
1823,propionic_acid,bmse000179,2,33.421,2.182,2.245,2.888,413583500,2424109000
1824,propionic_acid,bmse000179,3,33.421,2.163,2.361,2.532,452791900,2580685000
1825,propionic_acid,bmse000179,4,33.422,2.144,2.36,2.59,165377100,1186676000
1826,propionic_acid,bmse000179,5,12.892,1.065,2.253,3.079,300324100,2266316000
1827,propionic_acid,bmse000179,6,12.893,1.047,2.495,2.588,540858300,3837035000
1828,propionic_acid,bmse000179,7,12.894,1.028,2.223,3.191,305561700,2473459000
1829,cytosine,bmse000180,1,145.849,7.499,2.093,3.803,547375000,5290907000
1830,cytosine,bmse000180,2,145.843,7.481,2.183,2.817,591919600,3306966000
1831,cytosine,bmse000180,3,97.828,5.97,2.622,2.416,570924400,3649318000
1832,cytosine,bmse000180,4,97.82,5.952,2.549,2.769,612414100,4526025000
1833,3_hydroxybutyrate,bmse000161,1,68.417,4.165,2.347,2.722,35806360,33330850
1834,3_hydroxybutyrate,bmse000161,2,68.404,4.148,2.238,3.08,89457100,468291700
1835,3_hydroxybutyrate,bmse000161,3,68.401,4.132,2.177,3.319,101108300,780701300
1836,3_hydroxybutyrate,bmse000161,4,68.393,4.116,2.164,3.608,60618170,529684600
1837,3_hydroxybutyrate,bmse000161,5,49.228,2.43,2.386,2.449,58664100,159729800
1838,3_hydroxybutyrate,bmse000161,6,49.234,2.412,2.243,2.683,57458870,238885100
1839,3_hydroxybutyrate,bmse000161,7,49.235,2.394,2.369,2.664,117634400,751465500
1840,3_hydroxybutyrate,bmse000161,8,49.227,2.376,2.224,3.114,123746000,864918100
1841,3_hydroxybutyrate,bmse000161,9,49.23,2.317,2.336,2.763,114508300,757376000
1842,3_hydroxybutyrate,bmse000161,10,49.229,2.302,2.246,2.932,127543300,837802300
1843,3_hydroxybutyrate,bmse000161,11,49.228,2.28,2.13,4.948,63113180,499746200
1844,3_hydroxybutyrate,bmse000161,12,49.228,2.266,2.187,3.456,70989360,399729800
1845,3_hydroxybutyrate,bmse000161,13,24.434,1.197,2.194,2.892,458954500,2958910000
1846,3_hydroxybutyrate,bmse000161,14,24.433,1.182,2.347,2.927,429990900,3288428000
1847,sarcosine,bmse000160,1,53.518,3.605,2.295,2.562,881354300,4232264000
1848,sarcosine,bmse000160,2,35.356,2.73,2.2,2.806,867006800,4354701000
1849,beta_alanine,bmse000159,1,39.236,3.185,2.311,3.009,99252950,803758500
1850,beta_alanine,bmse000159,2,39.237,3.169,2.398,2.786,212987100,1526194000
1851,beta_alanine,bmse000159,3,39.237,3.153,2.358,2.884,122690100,936238300
1852,beta_alanine,bmse000159,4,36.291,2.563,2.31,3.201,102913300,843586400
1853,beta_alanine,bmse000159,5,36.292,2.548,2.319,2.925,212458400,1507846000
1854,beta_alanine,bmse000159,6,36.292,2.531,2.277,3.087,118413000,890779600
1855,uridine,bmse000158,1,144.539,7.883,2.263,2.521,398540200,2009695000
1856,uridine,bmse000158,2,144.533,7.861,2.283,2.78,449396400,2497738000
1857,uridine,bmse000158,3,92.04,5.908,2.101,4.604,812886000,6296921000
1858,uridine,bmse000158,4,104.98,5.901,2.269,2.599,616410700,3374036000
1859,uridine,bmse000158,5,104.98,5.881,2.163,3.054,594425000,3825090000
1860,uridine,bmse000158,6,76.37,4.347,2.13,4.296,562345000,5288138000
1861,uridine,bmse000158,7,72.106,4.223,2.332,3.628,465924700,4428866000
1862,uridine,bmse000158,8,86.907,4.128,2.105,5.363,560995600,5959859000
1863,uridine,bmse000158,9,63.429,3.923,2.233,3.155,217458700,1235708000
1864,uridine,bmse000158,10,63.424,3.892,2.152,3.405,385075600,2422778000
1865,uridine,bmse000158,11,63.424,3.816,2.202,4.665,322053000,2612969000
1866,uridine,bmse000158,12,63.422,3.785,2.077,5.063,181145800,1971303000
1867,N_acetyl_L_alanine,bmse000157,1,53.697,4.121,2.185,3.28,239998500,1640349000
1868,N_acetyl_L_alanine,bmse000157,2,53.696,4.103,2.318,2.908,269562000,1818389000
1869,N_acetyl_L_alanine,bmse000157,3,53.695,4.086,2.263,3.457,104111900,335586300
1870,N_acetyl_L_alanine,bmse000157,4,24.567,2.003,2.266,2.595,1309443000,6097538000
1871,N_acetyl_L_alanine,bmse000157,5,20.01,1.329,2.162,3.278,854764700,6091073000
1872,N_acetyl_L_alanine,bmse000157,6,20.011,1.311,2.25,2.712,921497500,5186682000
1873,trimethyl_phosphonoacetate,bmse000156,1,56.564,3.839,2.268,2.531,243130300,1096423000
1874,trimethyl_phosphonoacetate,bmse000156,2,56.631,3.811,2.412,2.48,233154200,1093523000
1875,trimethyl_phosphonoacetate,bmse000156,3,55.993,3.772,2.441,2.668,326946300,1767930000
1876,creatinine,bmse000155,1,59.131,4.046,2.416,2.562,300683800,1550479000
1877,creatinine,bmse000155,2,58.716,4.03,5.037,2.766,38773620,586636200
1878,creatinine,bmse000155,3,59.069,4.022,2.941,3.429,49922220,555224400
1879,creatinine,bmse000155,4,32.901,3.036,2.459,2.641,525221300,2885169000
1880,4_2_aminoethyl_morpholine,bmse000154,1,68.888,3.763,2.099,5.457,1139390000,11721800000
1881,4_2_aminoethyl_morpholine,bmse000154,2,38.376,3.174,2.17,3.043,263256500,1785391000
1882,4_2_aminoethyl_morpholine,bmse000154,3,38.375,3.157,2.166,3.247,504028900,3472214000
1883,4_2_aminoethyl_morpholine,bmse000154,4,38.373,3.142,2.101,5.42,265091000,4003339000
1884,4_2_aminoethyl_morpholine,bmse000154,5,56.971,2.731,2.363,4.141,304410100,3339919000
1885,4_2_aminoethyl_morpholine,bmse000154,6,56.97,2.715,2.451,2.905,551607600,4045577000
1886,4_2_aminoethyl_morpholine,bmse000154,7,56.973,2.698,2.516,2.743,276521500,1688809000
1887,4_2_aminoethyl_morpholine,bmse000154,8,55.202,2.6,2.116,5.988,1086643000,11865850000
1888,L_methionine_methylsulfonium_iodide,bmse000153,1,55.634,3.843,2.447,3.026,171716900,1227228000
1889,L_methionine_methylsulfonium_iodide,bmse000153,2,42.277,3.525,2.045,7.565,67791870,1204943000
1890,L_methionine_methylsulfonium_iodide,bmse000153,3,42.277,3.51,2.157,3.504,102228800,759689200
1891,L_methionine_methylsulfonium_iodide,bmse000153,4,42.275,3.49,2.15,3.944,65073500,930494100
1892,L_methionine_methylsulfonium_iodide,bmse000153,5,42.278,3.474,2.095,3.974,63490010,707170800
1893,L_methionine_methylsulfonium_iodide,bmse000153,6,42.278,3.453,2.152,3.419,110415500,803116800
1894,L_methionine_methylsulfonium_iodide,bmse000153,7,42.279,3.436,2.062,7.548,81664860,1494372000
1895,L_methionine_methylsulfonium_iodide,bmse000153,8,42.282,3.402,2.08,4.231,38530420,70472660
1896,L_methionine_methylsulfonium_iodide,bmse000153,9,27.466,2.964,2.382,2.725,1044342000,5812222000
1897,L_methionine_methylsulfonium_iodide,bmse000153,10,28.115,2.369,2.267,3.385,203070500,1539173000
1898,L_methionine_methylsulfonium_iodide,bmse000153,11,28.116,2.352,2.33,3.447,211762700,1643193000
1899,trigonelline,bmse000152,1,148.543,9.127,2.735,2.664,320323300,2124434000
1900,trigonelline,bmse000152,2,148.735,8.849,2.458,3.634,204021200,2350698000
1901,trigonelline,bmse000152,3,147.454,8.85,2.345,2.728,224305200,1298631000
1902,trigonelline,bmse000152,4,148.726,8.838,2.366,4.766,230702200,2586749000
1903,trigonelline,bmse000152,5,147.457,8.829,2.33,2.95,247889300,1496585000
1904,trigonelline,bmse000152,6,130.389,8.103,2.407,3.001,136239800,916592800
1905,trigonelline,bmse000152,7,130.386,8.087,2.431,3.129,296149400,2294678000
1906,trigonelline,bmse000152,8,130.384,8.073,2.397,4.161,192950000,2307583000
1907,trigonelline,bmse000152,9,50.992,4.447,2.483,2.598,788415300,4418550000
1908,L_kynurenine,bmse000172,1,134.018,7.824,2.392,2.812,337425400,2098734000
1909,L_kynurenine,bmse000172,2,134.031,7.804,2.392,2.855,292381200,1666275000
1910,L_kynurenine,bmse000172,3,138.354,7.423,2.326,2.664,117407500,548882400
1911,L_kynurenine,bmse000172,4,138.328,7.403,2.229,3.053,285942800,1869306000
1912,L_kynurenine,bmse000172,5,138.318,7.385,2.192,3.259,182022500,1270246000
1913,L_kynurenine,bmse000172,6,120.757,6.873,2.557,2.523,395082800,2285328000
1914,L_kynurenine,bmse000172,7,120.746,6.851,2.51,2.577,407802600,2296636000
1915,L_kynurenine,bmse000172,8,119.559,6.805,2.256,3.72,218063600,2667385000
1916,L_kynurenine,bmse000172,9,119.551,6.787,2.403,2.724,437159600,2692462000
1917,L_kynurenine,bmse000172,10,119.54,6.768,2.219,3.203,216614400,1628051000
1918,L_kynurenine,bmse000172,11,53.431,4.145,2.356,3.676,381210700,3840038000
1919,L_kynurenine,bmse000172,12,41.662,3.705,2.138,4.489,466893900,4324514000
1920,4_hydroxyphenethyl_alcohol,bmse000173,1,133.007,7.192,2.471,2.871,491379400,3552293000
1921,4_hydroxyphenethyl_alcohol,bmse000173,2,133.017,7.172,2.454,2.753,472905600,3168493000
1922,4_hydroxyphenethyl_alcohol,bmse000173,3,118.098,6.874,2.452,2.699,646333800,4283006000
1923,4_hydroxyphenethyl_alcohol,bmse000173,4,118.096,6.855,2.431,2.811,606906600,4215172000
1924,4_hydroxyphenethyl_alcohol,bmse000173,5,65.469,3.797,2.206,2.94,428394300,3187833000
1925,4_hydroxyphenethyl_alcohol,bmse000173,6,65.466,3.781,2.223,2.884,907744100,5899203000
1926,4_hydroxyphenethyl_alcohol,bmse000173,7,65.465,3.766,2.172,3.195,480852700,3655512000
1927,4_hydroxyphenethyl_alcohol,bmse000173,8,39.603,2.794,2.219,2.891,218524900,1611355000
1928,4_hydroxyphenethyl_alcohol,bmse000173,9,39.61,2.777,2.231,3.001,477830800,3231473000
1929,4_hydroxyphenethyl_alcohol,bmse000173,10,39.616,2.762,2.202,3.615,266989800,3148122000
1930,L_glutathione_oxidized,bmse000170,1,56.806,3.774,2.293,3.226,700623100,5060380000
1931,L_glutathione_oxidized,bmse000170,2,46.179,3.773,2.26,3.896,1363617000,10383360000
1932,L_glutathione_oxidized,bmse000170,3,41.405,3.324,2.325,4.674,252556600,1547388000
1933,L_glutathione_oxidized,bmse000170,4,41.405,3.288,2.334,4.694,302594000,2076694000
1934,L_glutathione_oxidized,bmse000170,5,41.401,3,2.525,3.015,212742400,966088300
1935,L_glutathione_oxidized,bmse000170,6,41.404,2.972,2.317,5.658,261614800,1892345000
1936,L_glutathione_oxidized,bmse000170,7,41.404,2.94,2.47,2.99,170004800,307991600
1937,L_glutathione_oxidized,bmse000170,8,34.105,2.563,2.323,3.69,250220100,2541281000
1938,L_glutathione_oxidized,bmse000170,9,34.106,2.545,2.272,3.486,536615800,3943154000
1939,L_glutathione_oxidized,bmse000170,10,34.108,2.525,2.332,3.027,556164000,3919522000
1940,L_glutathione_oxidized,bmse000170,11,34.107,2.508,2.295,3.765,219800800,2557492000
1941,L_glutathione_oxidized,bmse000170,12,28.985,2.167,2.231,3.846,654463700,7319735000
1942,L_glutathione_oxidized,bmse000170,13,28.984,2.15,2.254,3.331,622815000,4701773000
1943,L_glutathione_oxidized,bmse000170,14,28.983,2.134,2.205,3.813,228656700,3529277000
1944,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,1,131.37,7.452,2.466,2.936,807303300,6001363000
1945,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,2,130.348,7.452,2.534,2.965,1157614000,8680017000
1946,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,3,131.372,7.435,2.489,3.25,621089900,5541175000
1947,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,4,130.691,7.439,2.487,4.309,152349300,1965339000
1948,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,5,131.375,7.415,2.352,4.625,405920600,5489220000
1949,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,6,130.686,7.405,2.406,6.332,271742700,4300721000
1950,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,7,130.688,7.391,2.169,6.689,320685800,4959338000
1951,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,8,57.07,4.244,2.416,2.541,576214300,2728580000
1952,1_amino_1_phenylmethyl_phosphonic_acid,bmse000171,9,58.331,4.207,2.464,2.551,536698600,2752487000
1953,2_amino_5_ethyl_1_3_4_thiadiazole,bmse000176,1,25.872,2.92,2.222,2.698,93462310,490359400
1954,2_amino_5_ethyl_1_3_4_thiadiazole,bmse000176,2,25.871,2.9,2.233,2.753,276207900,1753156000
1955,2_amino_5_ethyl_1_3_4_thiadiazole,bmse000176,3,25.872,2.881,2.29,2.531,291568900,1665214000
1956,2_amino_5_ethyl_1_3_4_thiadiazole,bmse000176,4,25.871,2.863,2.251,3.018,96865680,815188000
1957,2_amino_5_ethyl_1_3_4_thiadiazole,bmse000176,5,15.821,1.299,2.193,3.056,200822000,1553603000
