id,mol_dir_name,bmrbacc,sub_id,x_chem_shift,y_chem_shift,x_width,y_width,height,volume
27989,raffinose,bmse000221,9,76.675,4.036,2.638,2.765,95125330,514491400
27990,raffinose,bmse000221,10,74.089,4.034,2.287,4.271,175526400,1768764000
27991,raffinose,bmse000221,11,68.571,4.023,2.157,5.009,127408000,1539747000
27992,raffinose,bmse000221,12,71.907,3.998,2.167,3.575,406775600,2812819000
27993,raffinose,bmse000221,13,73.733,3.949,2.178,4.224,213419000,2180613000
27994,raffinose,bmse000221,14,72.141,3.904,2.32,3.38,135053600,860086000
27995,raffinose,bmse000221,15,84.043,3.892,2.243,4.207,164062600,1791980000
27996,raffinose,bmse000221,16,71.178,3.884,2.152,3.886,71571250,314675800
27997,raffinose,bmse000221,17,72.137,3.877,2.283,3.266,202941400,1352324000
27998,raffinose,bmse000221,18,65.177,3.847,2.418,3.316,68565810,313962500
27999,raffinose,bmse000221,19,71.182,3.836,2.292,3.557,192547100,1517854000
28000,raffinose,bmse000221,20,72.137,3.831,2.19,4.071,70771650,311971200
28001,raffinose,bmse000221,21,65.178,3.819,2.533,3.305,180855800,1510947000
28002,raffinose,bmse000221,22,71.178,3.808,2.247,3.603,132878300,1041627000
28003,raffinose,bmse000221,23,65.169,3.793,2.366,3.253,130575200,854868900
28004,raffinose,bmse000221,24,75.36,3.78,2.347,3.003,78677260,250624200
28005,raffinose,bmse000221,25,65.172,3.773,2.325,4.136,124975800,1029666000
28006,raffinose,bmse000221,26,75.349,3.755,2.32,2.909,180433900,1006674000
28007,raffinose,bmse000221,27,63.82,3.746,2.369,3.502,341361400,3519341000
28008,raffinose,bmse000221,28,73.72,3.741,2.547,2.562,84252500,247179900
28009,raffinose,bmse000221,29,63.815,3.737,2.307,7.698,305505000,3833291000
28010,raffinose,bmse000221,30,75.356,3.731,2.517,2.864,93069550,496258100
28011,raffinose,bmse000221,31,68.573,3.695,2.2,3.634,147601600,1279750000
28012,raffinose,bmse000221,32,68.573,3.67,2.177,3.929,131684700,1262433000
28013,raffinose,bmse000221,33,64.068,3.666,2.259,2.947,625049500,3654135000
28014,raffinose,bmse000221,34,73.657,3.578,2.432,3.762,156727800,1460155000
28015,raffinose,bmse000221,35,72.093,3.562,2.455,3.377,94619370,548706800
28016,raffinose,bmse000221,36,73.653,3.552,2.397,3.929,145267100,1447684000
28017,raffinose,bmse000221,37,72.094,3.538,2.353,3.132,182742900,1212041000
28018,raffinose,bmse000221,38,72.097,3.514,2.401,3.06,89665520,470848500
28019,phenylacetic_acid,bmse000220,1,131.38,7.392,2.344,3.084,226986500,1395293000
28020,phenylacetic_acid,bmse000220,2,131.377,7.373,2.445,3.159,488448100,3573810000
28021,phenylacetic_acid,bmse000220,3,131.37,7.355,2.181,3.03,365292500,2235211000
28022,phenylacetic_acid,bmse000220,4,129.164,7.309,2.341,3.405,197864400,1321002000
28023,phenylacetic_acid,bmse000220,5,131.874,7.3,2.2,3.082,700933500,4533121000
28024,phenylacetic_acid,bmse000220,6,131.414,7.298,2.283,3.349,155767600,713514700
28025,phenylacetic_acid,bmse000220,7,129.162,7.293,2.523,2.909,324205100,1982768000
28026,phenylacetic_acid,bmse000220,8,131.871,7.282,2.31,2.991,550118500,3620805000
28027,phenylacetic_acid,bmse000220,9,129.175,7.275,2.41,4.632,139833800,1705798000
28028,phenylacetic_acid,bmse000220,10,47.178,3.528,2.434,2.532,1336595000,6840353000
28029,quinolinic_acid,bmse000219,1,151.063,8.444,2.14,7.595,78916790,1269699000
28030,quinolinic_acid,bmse000219,2,151.066,8.37,2.376,9.725,10445510,156795600
28031,quinolinic_acid,bmse000219,3,139.933,8.014,2.218,2.809,252783500,1550815000
28032,quinolinic_acid,bmse000219,4,139.932,7.995,2.189,3.002,284959100,1829418000
28033,quinolinic_acid,bmse000219,5,126.364,7.442,3.184,6.517,55443660,1332651000
28034,L_arabinose,bmse000213,1,95.277,5.229,2.263,3.455,154581700,944205000
28035,L_arabinose,bmse000213,2,99.478,4.516,2.351,2.548,223086300,1232862000
28036,L_arabinose,bmse000213,3,99.478,4.497,2.338,2.679,228536300,1387757000
28037,L_arabinose,bmse000213,4,65.171,4.036,2.274,2.806,87626170,413989600
28038,L_arabinose,bmse000213,5,65.176,4.003,2.413,2.853,108155400,568177700
28039,L_arabinose,bmse000213,6,71.396,3.995,2.375,3.628,155822900,1065388000
28040,L_arabinose,bmse000213,7,71.19,3.933,2.292,3.562,343477200,2402739000
28041,L_arabinose,bmse000213,8,70.704,3.929,2.064,1.812,27657810,27365740
28042,L_arabinose,bmse000213,9,69.1,3.908,2.497,2.839,147080200,871674800
28043,L_arabinose,bmse000213,10,71.288,3.884,2.291,3.385,60008980,299499200
28044,L_arabinose,bmse000213,11,69.097,3.875,2.541,2.802,203863600,1233262000
28045,L_arabinose,bmse000213,12,71.278,3.86,2.569,2.975,95414420,589082700
28046,L_arabinose,bmse000213,13,71.173,3.82,2.423,3.511,88152670,662659100
28047,L_arabinose,bmse000213,14,71.134,3.795,2.406,3.264,55564290,298552000
28048,L_arabinose,bmse000213,15,69.099,3.687,2.546,2.576,226112900,1261019000
28049,L_arabinose,bmse000213,16,75.16,3.666,2.429,3.305,119157000,871958000
28050,L_arabinose,bmse000213,17,74.562,3.654,2.704,3.204,30188930,30100240
28051,L_arabinose,bmse000213,18,69.098,3.654,2.657,2.497,176125500,901204400
28052,L_arabinose,bmse000213,19,65.174,3.655,2.287,3.097,93759340,541882200
28053,L_arabinose,bmse000213,20,75.147,3.641,2.538,3.265,138862300,1114681000
28054,L_arabinose,bmse000213,21,65.175,3.624,2.232,3.024,84337290,477542300
28055,L_arabinose,bmse000213,22,74.555,3.524,2.794,2.418,79703050,472540900
28056,L_arabinose,bmse000213,23,74.555,3.502,2.442,2.685,142263100,850393500
28057,L_arabinose,bmse000213,24,74.548,3.479,2.511,2.64,68099580,430691400
28058,maleic_acid,bmse000212,1,133.25,5.999,2.382,2.468,475954800,2269261000
28059,trimethylamine,bmse000224,1,47.368,2.884,2.243,2.798,835672200,4346493000
28060,FAD,bmse000226,1,141.842,8.31,2.746,2.685,123615200,781082800
28061,FAD,bmse000226,2,155.047,7.851,2.422,2.885,107552000,640442800
28062,FAD,bmse000226,3,133.105,7.625,2.231,3.292,218187900,1457139000
28063,FAD,bmse000226,4,119.149,7.546,2.58,3.006,235882900,1717955000
28064,FAD,bmse000226,5,89.837,5.831,2.165,4.454,251230500,2248917000
28065,FAD,bmse000226,6,49.811,4.926,2.606,7.202,23601110,22605350
28066,FAD,bmse000226,7,49.858,4.898,2.556,6.042,38227830,301749700
28067,FAD,bmse000226,8,49.875,4.865,2.917,3.095,25003720,24745700
28068,FAD,bmse000226,9,77.59,4.513,2.279,4.945,187492100,2220191000
28069,FAD,bmse000226,10,72.688,4.477,2.539,4.182,182470400,1950499000
28070,FAD,bmse000226,11,49.85,4.408,2.982,3.274,48524710,229040500
28071,FAD,bmse000226,12,49.851,4.377,2.646,4.905,39490420,260023000
28072,FAD,bmse000226,13,86.202,4.363,2.246,4.912,199013700,2153617000
28073,FAD,bmse000226,14,72.024,4.357,2.304,6.458,103605500,1853113000
28074,FAD,bmse000226,15,72.023,4.35,2.282,0,104822300,223702300
28075,FAD,bmse000226,16,70.523,4.314,2.83,4.409,85089570,1199077000
28076,FAD,bmse000226,17,67.828,4.303,2.654,5.475,170531400,2598692000
28077,FAD,bmse000226,18,67.843,4.263,2.92,3.883,23500620,22633520
28078,FAD,bmse000226,19,70.505,4.088,2.517,4.087,61808500,873302100
28079,FAD,bmse000226,20,70.521,4.066,2.674,4.003,81793130,1041623000
28080,FAD,bmse000226,21,73.842,4.05,2.721,4.303,99591660,1492587000
28081,FAD,bmse000226,22,75.17,3.905,2.307,5.558,128966600,1886517000
28082,FAD,bmse000226,23,23.461,2.403,2.456,2.766,189468600,1115466000
28083,FAD,bmse000226,24,21.3,2.341,2.272,3.055,213653700,1250397000
28084,biotin,bmse000227,1,62.964,4.605,2.227,4.313,249758100,2872265000
28085,biotin,bmse000227,2,64.713,4.442,2.506,6.161,219041000,3357786000
28086,biotin,bmse000227,3,58.075,3.352,2.183,13.664,266087200,4008949000
28087,biotin,bmse000227,4,42.447,3.017,2.136,7.646,159765600,2300098000
28088,biotin,bmse000227,5,42.448,2.984,2.136,5.639,214149000,2349723000
28089,biotin,bmse000227,6,42.446,2.791,2.277,2.852,338293900,1781896000
28090,biotin,bmse000227,7,42.449,2.758,2.36,2.671,266614600,1247178000
28091,biotin,bmse000227,8,40.043,2.205,2.131,5.248,260490700,4275666000
28092,biotin,bmse000227,9,40.043,2.189,2.251,3.052,525419500,3552216000
28093,biotin,bmse000227,10,40.044,2.172,2.233,3.129,278329200,2045133000
28094,biotin,bmse000227,11,30.403,1.735,2.288,4.108,108404700,1405225000
28095,biotin,bmse000227,12,30.403,1.719,2.238,3.733,133251400,1574041000
28096,biotin,bmse000227,13,30.402,1.702,2.29,3.548,106719700,1089753000
28097,biotin,bmse000227,14,30.413,1.623,2.353,3.096,106628600,543173400
28098,biotin,bmse000227,15,28.394,1.618,2.555,3.294,177297700,1454608000
28099,biotin,bmse000227,16,30.415,1.602,2.387,3.492,126181600,1028181000
28100,biotin,bmse000227,17,28.39,1.599,2.487,3.687,242049900,3129505000
28101,biotin,bmse000227,18,28.403,1.581,2.796,3.136,174722100,1377850000
28102,biotin,bmse000227,19,30.411,1.575,2.147,5.955,67865450,435259500
28103,biotin,bmse000227,20,30.987,1.427,2.654,3.846,173130400,2236779000
28104,biotin,bmse000227,21,30.993,1.409,2.716,3.014,225715000,2023277000
28105,biotin,bmse000227,22,30.991,1.39,2.593,3.521,141967200,1486911000
28106,L_malic_acid,bmse000238,1,73.059,4.304,2.429,3.027,221232000,1541457000
28107,L_malic_acid,bmse000238,2,73.06,4.279,2.498,2.906,228372400,1534407000
28108,L_malic_acid,bmse000238,3,45.335,2.684,2.295,3.043,204857000,1281072000
28109,L_malic_acid,bmse000238,4,45.331,2.644,2.324,3.091,248390500,1567729000
28110,L_malic_acid,bmse000238,5,45.333,2.391,2.408,2.566,152901800,801708900
28111,L_malic_acid,bmse000238,6,45.334,2.364,2.287,3.09,154699900,1016207000
28112,L_malic_acid,bmse000238,7,45.328,2.326,2.582,2.431,123623300,603184400
28113,DL_pipecolic_acid,bmse000237,1,61.701,3.589,2.184,3.359,148220800,938288100
28114,DL_pipecolic_acid,bmse000237,2,61.704,3.561,2.208,3.55,141808700,1141993000
28115,DL_pipecolic_acid,bmse000237,3,46.371,3.421,2.313,3.671,127997500,1134112000
28116,DL_pipecolic_acid,bmse000237,4,46.368,3.39,2.198,3.96,142656700,1334579000
28117,DL_pipecolic_acid,bmse000237,5,46.366,3.027,2.247,3.328,86371730,577871800
28118,DL_pipecolic_acid,bmse000237,6,46.37,2.998,2.25,3.392,150308400,1050532000
28119,DL_pipecolic_acid,bmse000237,7,46.371,2.968,2.214,3.529,72280520,608113500
28120,DL_pipecolic_acid,bmse000237,8,29.235,2.228,2.341,4.705,89222820,1001443000
28121,DL_pipecolic_acid,bmse000237,9,29.233,2.193,2.327,4.463,101540800,1084555000
28122,DL_pipecolic_acid,bmse000237,10,24.532,1.894,2.372,4.704,72495030,963898900
28123,DL_pipecolic_acid,bmse000237,11,24.298,1.87,3.495,4.545,75028140,1474754000
28124,DL_pipecolic_acid,bmse000237,12,24.497,1.868,7.031,4.997,73372680,2613734000
28125,DL_pipecolic_acid,bmse000237,13,24.264,1.836,2.322,4.422,99931620,1194456000
28126,DL_pipecolic_acid,bmse000237,14,29.238,1.707,2.44,3.146,24281430,125062700
28127,DL_pipecolic_acid,bmse000237,15,24.259,1.697,2.261,6.538,18510080,377676700
28128,DL_pipecolic_acid,bmse000237,16,29.238,1.676,2.346,3.346,65720110,439775700
28129,DL_pipecolic_acid,bmse000237,17,24.268,1.667,2.327,4.397,55894000,584414800
28130,DL_pipecolic_acid,bmse000237,18,29.234,1.644,2.364,3.411,70685700,486378100
28131,DL_pipecolic_acid,bmse000237,19,24.271,1.635,2.384,4.202,59262420,745588500
28132,DL_pipecolic_acid,bmse000237,20,29.235,1.613,2.387,2.956,53028600,333157400
28133,DL_pipecolic_acid,bmse000237,21,24.453,1.609,4.208,3.275,51034610,798314600
28134,DL_pipecolic_acid,bmse000237,22,24.513,1.584,2.625,3.382,46315710,432180600
28135,DL_pipecolic_acid,bmse000237,23,24.511,1.554,2.429,3.614,37935820,299071300
28136,alpha_naphthoic_acid,bmse000178,1,128.305,8.228,2.525,2.988,241542000,1374540000
28137,alpha_naphthoic_acid,bmse000178,2,128.308,8.208,2.502,2.684,267068900,1369490000
28138,alpha_naphthoic_acid,bmse000178,3,130.968,7.973,2.24,2.851,276100800,1622794000
28139,alpha_naphthoic_acid,bmse000178,4,131.581,7.961,2.806,2.463,247636600,1663979000
28140,alpha_naphthoic_acid,bmse000178,5,130.967,7.954,2.197,3.553,283241200,2617098000
28141,alpha_naphthoic_acid,bmse000178,6,131.581,7.94,2.59,2.636,286103600,1741384000
28142,alpha_naphthoic_acid,bmse000178,7,126.925,7.633,2.272,2.712,240072000,1439701000
28143,alpha_naphthoic_acid,bmse000178,8,129.453,7.626,2.183,3.167,107610400,643767600
28144,alpha_naphthoic_acid,bmse000178,9,126.925,7.615,2.24,2.942,295262100,1892384000
28145,alpha_naphthoic_acid,bmse000178,10,129.451,7.609,2.241,2.999,223106200,1525100000
28146,alpha_naphthoic_acid,bmse000178,11,128.93,7.591,2.258,2.762,225442500,1268445000
28147,alpha_naphthoic_acid,bmse000178,12,129.452,7.59,2.232,3.07,224858700,1650911000
28148,alpha_naphthoic_acid,bmse000178,13,128.932,7.571,2.384,3.013,214550500,1508058000
28149,alpha_naphthoic_acid,bmse000178,14,128.129,7.559,2.489,2.748,151323300,828348000
28150,alpha_naphthoic_acid,bmse000178,15,128.928,7.553,2.27,2.889,107249800,505632200
28151,alpha_naphthoic_acid,bmse000178,16,128.127,7.539,2.336,2.533,276297400,1520924000
28152,alpha_naphthoic_acid,bmse000178,17,128.128,7.52,2.207,3.26,124654300,808436800
28153,L_lactic_acid,bmse000208,1,71.21,4.124,2.477,3.048,28511310,28300400
28154,L_lactic_acid,bmse000208,2,71.198,4.108,2.722,2.704,74080150,552796700
28155,L_lactic_acid,bmse000208,3,71.198,4.091,2.598,2.611,89425870,623180700
28156,L_lactic_acid,bmse000208,4,71.196,4.074,2.439,2.907,36716080,111492000
28157,L_lactic_acid,bmse000208,5,22.764,1.327,2.632,2.588,368792100,2715388000
28158,L_lactic_acid,bmse000208,6,22.761,1.31,2.632,2.495,357340400,2449797000
28159,thymidine,bmse000244,1,140.21,7.649,2.241,2.806,383457800,2045354000
28160,thymidine,bmse000244,2,87.721,6.303,2.255,3.492,212576600,1781488000
28161,thymidine,bmse000244,3,87.714,6.288,2.2,3.033,458441500,3071360000
28162,thymidine,bmse000244,4,87.718,6.272,2.316,3.168,252748500,1883920000
28163,thymidine,bmse000244,5,73.145,4.466,2.212,6.643,376762000,4668221000
28164,thymidine,bmse000244,6,89.194,4.02,2.209,5.147,443837000,4708767000
28165,thymidine,bmse000244,7,63.865,3.857,2.186,3.636,159699200,1165287000
28166,thymidine,bmse000244,8,63.863,3.826,2.128,3.746,366507800,2767183000
28167,thymidine,bmse000244,9,63.868,3.78,2.085,5.066,283764300,2739562000
28168,thymidine,bmse000244,10,63.871,3.747,2.101,24.456,126394700,3648078000
28169,thymidine,bmse000244,11,41.205,2.373,2.429,3.518,438701200,4710149000
28170,thymidine,bmse000244,12,14.268,1.891,2.34,2.733,379451300,1977137000
28171,citraconic_acid,bmse000199,1,123.005,5.495,2.182,2.98,1193994000,6615888000
28172,citraconic_acid,bmse000199,2,23.087,1.912,2.246,2.655,1339697000,6705398000
28173,citraconic_acid,bmse000199,3,22.225,1.914,3.835,2.473,44624960,212946500
28174,homogentisic_acid,bmse000200,1,119.806,6.813,2.381,2.944,445936200,2418056000
28175,homogentisic_acid,bmse000200,2,119.805,6.791,2.42,2.784,603155300,2869974000
28176,homogentisic_acid,bmse000200,3,120.36,6.709,2.254,2.781,1253039000,6432767000
28177,homogentisic_acid,bmse000200,4,117.216,6.709,2.496,2.502,713078700,3670135000
28178,homogentisic_acid,bmse000200,5,117.206,6.687,2.424,3.04,472400000,2499849000
28179,homogentisic_acid,bmse000200,6,42.657,3.477,2.303,2.61,1444412000,6537105000
28180,isonicotinic_acid,bmse000133,1,152.264,8.663,2.144,6.202,928685900,8589876000
28181,isonicotinic_acid,bmse000133,2,124.33,7.674,2.068,7.563,998423800,8775881000
28182,homovanillic_acid,bmse000132,1,116.158,6.938,2.308,3.094,948776200,5285348000
28183,homovanillic_acid,bmse000132,2,118.167,6.876,2.314,2.505,457008600,2376872000
28184,homovanillic_acid,bmse000132,3,118.164,6.855,2.185,2.9,550405400,2869298000
28185,homovanillic_acid,bmse000132,4,124.637,6.778,2.325,2.877,449347600,2216153000
28186,homovanillic_acid,bmse000132,5,124.628,6.757,2.377,3.076,379096100,1939127000
28187,homovanillic_acid,bmse000132,6,58.61,3.859,2.485,2.557,1656097000,8722805000
28188,homovanillic_acid,bmse000132,7,46.598,3.449,2.342,2.651,1160372000,5770001000
28189,ethacrynic_acid,bmse000134,1,130.636,7.276,2.813,2.369,295210200,1938456000
28190,ethacrynic_acid,bmse000134,2,130.64,7.254,2.556,2.721,405082900,2605486000
28191,ethacrynic_acid,bmse000134,3,113.543,6.924,2.423,2.564,526871800,2963172000
28192,ethacrynic_acid,bmse000134,4,113.551,6.902,2.391,2.795,536339500,3353376000
28193,ethacrynic_acid,bmse000134,5,134.623,6.083,2.203,3.158,518100900,2919648000
28194,ethacrynic_acid,bmse000134,6,134.624,5.701,2.217,3.053,535260400,2947750000
28195,ethacrynic_acid,bmse000134,7,70.376,4.625,2.508,2.617,1876706000,10867810000
28196,ethacrynic_acid,bmse000134,8,25.827,2.38,2.123,3.906,258290400,2756266000
28197,ethacrynic_acid,bmse000134,9,25.832,2.362,2.366,2.883,215178800,1483652000
28198,ethacrynic_acid,bmse000134,10,14.529,1.087,2.238,3.021,126997000,790977200
28199,ethacrynic_acid,bmse000134,11,14.556,1.069,2.393,2.616,260452100,1548007000
28200,ethacrynic_acid,bmse000134,12,14.579,1.052,2.314,2.9,129955700,960462700
28201,itaconic_acid,bmse000137,1,124.751,5.851,2.234,2.673,2209934000,10910360000
28202,itaconic_acid,bmse000137,2,124.751,5.376,2.198,2.847,2122175000,11158700000
28203,itaconic_acid,bmse000137,3,44.724,3.151,2.519,2.533,2414667000,12922410000
28204,amygdalin,bmse000139,1,130.512,7.62,2.375,11.671,359059700,4579533000
28205,amygdalin,bmse000139,2,133.217,7.55,2.41,3.451,295605200,2193779000
28206,amygdalin,bmse000139,3,132.082,7.55,2.48,4.162,401324100,3795495000
28207,amygdalin,bmse000139,4,71.767,5.907,2.304,2.64,585606300,2840315000
28208,amygdalin,bmse000139,5,104.156,4.626,2.221,2.961,336125200,1978391000
28209,amygdalin,bmse000139,6,104.154,4.606,2.344,2.853,354066100,2070916000
28210,amygdalin,bmse000139,7,105.557,4.593,2.43,2.774,344058700,2064416000
28211,amygdalin,bmse000139,8,105.56,4.575,2.488,2.866,308821600,2340061000
28212,amygdalin,bmse000139,9,71.001,4.232,2.371,3.431,134178500,454834100
28213,amygdalin,bmse000139,10,70.995,4.202,2.41,3.212,168025800,875633000
28214,amygdalin,bmse000139,11,63.427,3.943,2.287,3.247,121657800,389193900
28215,amygdalin,bmse000139,12,70.992,3.93,2.166,23.979,98866660,1527228000
28216,amygdalin,bmse000139,13,70.994,3.918,2.26,13.428,112598500,1527228000
28217,amygdalin,bmse000139,14,63.436,3.915,2.238,3.396,170412500,882013600
28218,amygdalin,bmse000139,15,70.997,3.903,2.255,15.152,97561340,1527228000
28219,amygdalin,bmse000139,16,63.437,3.744,2.201,5.195,117246700,1258683000
28220,amygdalin,bmse000139,17,63.439,3.722,2.07,9.078,87912300,844845300
28221,amygdalin,bmse000139,18,78.18,3.611,2.246,8.159,141669700,1707606000
28222,amygdalin,bmse000139,19,78.302,3.566,2.761,2.502,77968600,75877880
28223,amygdalin,bmse000139,20,78.293,3.541,2.842,2.597,175351300,926020200
28224,amygdalin,bmse000139,21,71.871,3.538,2.655,2.5,83962500,81638350
28225,amygdalin,bmse000139,22,78.267,3.518,3.272,2.615,117414800,392009500
28226,amygdalin,bmse000139,23,71.87,3.515,2.453,2.728,170327200,687862000
28227,amygdalin,bmse000139,24,78.602,3.499,2.304,4.098,94862020,391818400
28228,amygdalin,bmse000139,25,71.873,3.49,2.586,2.977,105732100,321437200
28229,amygdalin,bmse000139,26,78.118,3.475,2.722,2.71,88139140,309065000
28230,amygdalin,bmse000139,27,78.596,3.469,2.37,6.322,151363800,1757708000
28231,amygdalin,bmse000139,28,78.091,3.451,2.652,2.75,187692000,620146200
28232,amygdalin,bmse000139,29,72.376,3.436,2.522,2.57,116659300,340332500
28233,amygdalin,bmse000139,30,78.103,3.428,3.088,2.945,102874700,353832700
28234,amygdalin,bmse000139,31,72.382,3.412,2.274,2.794,196565200,918849300
28235,amygdalin,bmse000139,32,75.47,3.386,2.586,3.08,115232500,374850400
28236,amygdalin,bmse000139,33,75.884,3.367,2.748,2.552,105242800,188099400
28237,amygdalin,bmse000139,34,75.477,3.366,2.269,2.905,224193600,1019263000
