formula,c_isotope,n_isotope,mass
"C47H74O19",13,15,989.640107572
"C14H30O2",12,14,230.224580207
"C14H30O2",13,14,244.271547936
"C14H30O2",12,15,230.224580207
"C14H30O2",13,15,244.271547936
"C9H13BrN2O2",12,14,260.016040272
"C9H13BrN2O2",13,14,269.046233812
"C9H13BrN2O2",12,15,262.010110058
"C9H13BrN2O2",13,15,271.040303599
"C28H31FN4O",12,14,458.248189838
"C28H31FN4O",13,14,486.342125296
"C28H31FN4O",12,15,462.236329411
"C28H31FN4O",13,15,490.330264869
"C87H138O49",12,14,1966.83067091
"C87H138O49",13,14,2054.1225418
"C87H138O49",12,15,1966.83067091
"C87H138O49",13,15,2054.1225418
"C30H52O2",12,14,444.396730913
"C30H52O2",13,14,474.497376047
"C30H52O2",12,15,444.396730913
"C30H52O2",13,15,474.497376047
"C50H78O19",12,14,982.513730324
"C50H78O19",13,14,1032.68147221
"C50H78O19",12,15,982.513730324
"C50H78O19",13,15,1032.68147221
"C20H24FN3O4",12,14,389.175084474
"C20H24FN3O4",13,14,409.24218123
"C20H24FN3O4",12,15,392.166189154
"C20H24FN3O4",13,15,412.23328591
"C25H26N9NaO8S2",12,14,667.124344908
"C25H26N9NaO8S2",13,14,692.208215853
"C25H26N9NaO8S2",12,15,676.097658947
"C25H26N9NaO8S2",13,15,701.181529892
"C6H3ClO4",12,14,173.971986295
"C6H3ClO4",13,14,179.992115321
"C6H3ClO4",12,15,173.971986295
"C6H3ClO4",13,15,179.992115321
"C29H48N7O17P3S",12,14,891.204023373
"C29H48N7O17P3S",13,14,920.301313669
"C29H48N7O17P3S",12,15,898.183267625
"C29H48N7O17P3S",13,15,927.280557922
"C41H30O26",12,14,938.102531138
"C41H30O26",13,14,979.240079487
"C41H30O26",12,15,938.102531138
"C41H30O26",13,15,979.240079487
"C16H22N4O9S",12,14,446.110749016
"C16H22N4O9S",13,14,462.164426421
"C16H22N4O9S",12,15,450.098888589
"C16H22N4O9S",13,15,466.152565994
"C4H9NO",12,14,87.0684139162
"C4H9NO",13,14,91.0818332674
"C4H9NO",12,15,88.0654488094
"C4H9NO",13,15,92.0788681606
"C41H30O27",12,14,954.09744576
"C41H30O27",13,14,995.23499411
"C41H30O27",12,15,954.09744576
"C41H30O27",13,15,995.23499411
"C29H33NO10",12,14,555.210446285
"C29H33NO10",13,14,584.307736582
"C29H33NO10",12,15,556.207481179
"C29H33NO10",13,15,585.304771475
"C26H26I6N2O10",12,14,1287.58555307
"C26H26I6N2O10",13,14,1313.67277885
"C26H26I6N2O10",12,15,1289.57962285
"C26H26I6N2O10",13,15,1315.66684864
"C25H32ClFO5",12,14,466.192230048
"C25H32ClFO5",13,14,491.276100993
"C25H32ClFO5",12,15,466.192230048
"C25H32ClFO5",13,15,491.276100993
"C6H15O4P",12,14,182.07079548
"C6H15O4P",13,14,188.090924507
"C6H15O4P",12,15,182.07079548
"C6H15O4P",13,15,188.090924507
"C46H78O7P2",12,14,804.522277878
"C46H78O7P2",13,14,850.676600417
"C46H78O7P2",12,15,804.522277878
"C46H78O7P2",13,15,850.676600417
"C3H4N4O2",12,14,128.033425393
"C3H4N4O2",13,14,131.043489907
"C3H4N4O2",12,15,132.021564966
"C3H4N4O2",13,15,135.03162948
"C17H20N4S",12,14,312.140867353
"C17H20N4S",13,14,329.197899595
"C17H20N4S",12,15,316.129006926
"C17H20N4S",13,15,333.186039168
"C21H25ClN2O3",12,14,388.155370389
"C21H25ClN2O3",13,14,409.225821983
"C21H25ClN2O3",12,15,390.149440176
"C21H25ClN2O3",13,15,411.219891769
"C4H11O7P",12,14,202.024239218
"C4H11O7P",13,14,206.037658569
"C4H11O7P",12,15,202.024239218
"C4H11O7P",13,15,206.037658569
"C2H7NO3S",12,14,125.014663786
"C2H7NO3S",13,14,127.021373462
"C2H7NO3S",12,15,126.011698679
"C2H7NO3S",13,15,128.018408355
"C13H10Cl2F3N3O3",12,14,383.005131223
"C13H10Cl2F3N3O3",13,14,396.048744114
"C13H10Cl2F3N3O3",12,15,385.996235902
"C13H10Cl2F3N3O3",13,15,399.039848794
"C24H26O13",12,14,522.137340922
"C24H26O13",13,14,546.217857029
"C24H26O13",12,15,522.137340922
"C24H26O13",13,15,546.217857029
"C41H74N7O17P3S",12,14,1061.40747421
"C41H74N7O17P3S",13,14,1102.54502256
"C41H74N7O17P3S",12,15,1068.38671846
"C41H74N7O17P3S",13,15,1109.52426681
"C41H65N9O28P2",12,14,1193.34142557
"C41H65N9O28P2",13,14,1234.47897392
"C41H65N9O28P2",12,15,1202.31473961
"C41H65N9O28P2",13,15,1243.45228796
"C21H27N3O2",12,14,353.210327127
"C21H27N3O2",13,14,374.28077872
"C21H27N3O2",12,15,356.201431806
"C21H27N3O2",13,15,377.2718834
"C11H12N2O",12,14,188.094963018
"C11H12N2O",13,14,199.131866234
"C11H12N2O",12,15,190.089032804
"C11H12N2O",13,15,201.12593602
"C7H16N4O2",12,14,188.127325779
"C7H16N4O2",13,14,195.150809643
"C7H16N4O2",12,15,192.115465351
"C7H16N4O2",13,15,199.138949216
"C7H16N4O3",12,14,204.122240401
"C7H16N4O3",13,14,211.145724265
"C7H16N4O3",12,15,208.110379973
"C7H16N4O3",13,15,215.133863838
"C21H27N3O6",12,14,417.189985615
"C21H27N3O6",13,14,438.260437209
"C21H27N3O6",12,15,420.181090294
"C21H27N3O6",13,15,441.251541888
"C16H23NO",12,14,245.177964366
"C16H23NO",13,14,261.23164177
"C16H23NO",12,15,246.174999259
"C16H23NO",13,15,262.228676664
"C32H32O13S",12,14,656.156361804
"C32H32O13S",13,14,688.263716614
"C32H32O13S",12,15,656.156361804
"C32H32O13S",13,15,688.263716614
"C32H35ClN18O10S6",12,14,1058.07963129
"C32H35ClN18O10S6",13,14,1090.1869861
"C32H35ClN18O10S6",12,15,1076.02625937
"C32H35ClN18O10S6",13,15,1108.13361418
"C11H12N2S",12,14,204.072119086
"C11H12N2S",13,14,215.109022301
"C11H12N2S",12,15,206.066188872
"C11H12N2S",13,15,217.103092088
"C7H14NO2+",12,14,144.101905119
"C7H14NO2+",13,14,151.125388983
"C7H14NO2+",12,15,145.098940012
"C7H14NO2+",13,15,152.122423877
"C19H24N2O",12,14,296.188863403
"C19H24N2O",13,14,315.252605321
"C19H24N2O",12,15,298.182933189
"C19H24N2O",13,15,317.246675108
"C24H34O3",12,14,370.250794958
"C24H34O3",13,14,394.331311065
"C24H34O3",12,15,370.250794958
"C24H34O3",13,15,394.331311065
"C24H34O4",12,14,386.24570958
"C24H34O4",13,14,410.326225687
"C24H34O4",12,15,386.24570958
"C24H34O4",13,15,410.326225687
"C10H11ClO3",12,14,214.039671929
"C10H11ClO3",13,14,224.073220307
"C10H11ClO3",12,15,214.039671929
"C10H11ClO3",13,15,224.073220307
"C29H32ClNO10",12,14,589.171473963
"C29H32ClNO10",13,14,618.26876426
"C29H32ClNO10",12,15,590.168508857
"C29H32ClNO10",13,15,619.265799153
"C10H19NO10S2",12,14,377.045037216
"C10H19NO10S2",13,14,387.078585594
"C10H19NO10S2",12,15,378.042072109
"C10H19NO10S2",13,15,388.075620487
"C24H34O5",12,14,402.240624202
"C24H34O5",13,14,426.321140309
"C24H34O5",12,15,402.240624202
"C24H34O5",13,15,426.321140309
"C24H34O6",12,14,418.235538824
"C24H34O6",13,14,442.316054931
"C24H34O6",12,15,418.235538824
"C24H34O6",13,15,442.316054931
"C40H56O2",12,14,568.428031042
"C40H56O2",13,14,608.562224554
"C40H56O2",12,15,568.428031042
"C40H56O2",13,15,608.562224554
"C40H56O3",12,14,584.422945664
"C40H56O3",13,14,624.557139176
"C40H56O3",12,15,584.422945664
"C40H56O3",13,15,624.557139176
"C24H34O7",12,14,434.230453446
"C24H34O7",13,14,458.310969553
"C24H34O7",12,15,434.230453446
"C24H34O7",13,15,458.310969553
"C40H56O4",12,14,600.417860286
"C40H56O4",13,14,640.552053798
"C40H56O4",12,15,600.417860286
"C40H56O4",13,15,640.552053798
"C28H46N7O19P3S",12,14,909.178202553
"C28H46N7O19P3S",13,14,937.272138011
"C28H46N7O19P3S",12,15,916.157446805
"C28H46N7O19P3S",13,15,944.251382264
"C24H34O9",12,14,466.22028269
"C24H34O9",13,14,490.300798797
"C24H34O9",12,15,466.22028269
"C24H34O9",13,15,490.300798797
"C89H99Cl2N9O33",12,14,1891.57223217
"C89H99Cl2N9O33",13,14,1980.87081274
"C89H99Cl2N9O33",12,15,1900.54554621
"C89H99Cl2N9O33",13,15,1989.84412678
"C9H13NO",12,14,151.099714045
"C9H13NO",13,14,160.129907585
"C9H13NO",12,15,152.096748938
"C9H13NO",13,15,161.126942478
"C7H9N2O+",12,14,137.070939341
"C7H9N2O+",13,14,144.094423206
"C7H9N2O+",12,15,139.065009128
"C7H9N2O+",13,15,146.088492992
"C27H31N2NaO6S2",12,14,566.152122788
"C27H31N2NaO6S2",13,14,593.242703409
"C27H31N2NaO6S2",12,15,568.146192574
"C27H31N2NaO6S2",13,15,595.236773195
"C4H5NO2",12,14,99.0320284099
"C4H5NO2",13,14,103.045447761
"C4H5NO2",12,15,100.029063303
"C4H5NO2",13,15,104.042482654
"C6H10Ge2O7",12,14,341.885009076
"C6H10Ge2O7",13,14,347.905138102
"C6H10Ge2O7",12,15,341.885009076
"C6H10Ge2O7",13,15,347.905138102
"C4H5NO3",12,14,115.026943032
"C4H5NO3",13,14,119.040362383
"C4H5NO3",12,15,116.023977925
"C4H5NO3",13,15,120.037397276
"C4H5NO4",12,14,131.021857654
"C4H5NO4",13,14,135.035277005
"C4H5NO4",12,15,132.018892547
"C4H5NO4",13,15,136.032311898
"C18H22I3N3O8",12,14,788.854093699
"C18H22I3N3O8",13,14,806.914480779
"C18H22I3N3O8",12,15,791.845198378
"C18H22I3N3O8",13,15,809.905585459
"C41H66O11",12,14,734.460512962
"C41H66O11",13,14,775.598061312
"C41H66O11",12,15,734.460512962
"C41H66O11",13,15,775.598061312
"C41H66O12",12,14,750.455427584
"C41H66O12",13,14,791.592975934
"C41H66O12",12,15,750.455427584
"C41H66O12",13,15,791.592975934
"C23H25NO3",12,14,363.183443674
"C23H25NO3",13,14,386.260604943
"C23H25NO3",12,15,364.180478567
"C23H25NO3",13,15,387.257639837
"C12H21N5O3",12,14,283.164439566
"C12H21N5O3",13,14,295.20469762
"C12H21N5O3",12,15,288.149614032
"C12H21N5O3",13,15,300.189872086
"C19H28O",12,14,272.214015521
"C19H28O",13,14,291.277757439
"C19H28O",12,15,272.214015521
"C19H28O",13,15,291.277757439
"C41H66O13",12,14,766.450342206
"C41H66O13",13,14,807.587890556
"C41H66O13",12,15,766.450342206
"C41H66O13",13,15,807.587890556
"C23H25NO4",12,14,379.178358296
"C23H25NO4",13,14,402.255519565
"C23H25NO4",12,15,380.175393189
"C23H25NO4",13,15,403.252554459
"C7H14NO3+",12,14,160.096819741
"C7H14NO3+",13,14,167.120303606
"C7H14NO3+",12,15,161.093854634
"C7H14NO3+",13,15,168.117338499
"C32H45NO13",12,14,651.289090537
"C32H45NO13",13,14,683.396445347
"C32H45NO13",12,15,652.28612543
"C32H45NO13",13,15,684.39348024
"C3H6O6S",12,14,169.988508615
"C3H6O6S",13,14,172.998573129
"C3H6O6S",12,15,169.988508615
"C3H6O6S",13,15,172.998573129
"C13H28N4O2",12,14,272.221226164
"C13H28N4O2",13,14,285.264839055
"C13H28N4O2",12,15,276.209365737
"C13H28N4O2",13,15,289.252978628
"C7H4Cl3NO3",12,14,254.92567613
"C7H4Cl3NO3",13,14,261.949159995
"C7H4Cl3NO3",12,15,255.922711023
"C7H4Cl3NO3",13,15,262.946194888
"C6H5Hg",12,14,279.009751161
"C6H5Hg",13,14,285.029880187
"C6H5Hg",12,15,279.009751161
"C6H5Hg",13,15,285.029880187
"C2H6O2",12,14,62.0367794368
"C2H6O2",13,14,64.0434891124
"C2H6O2",12,15,62.0367794368
"C2H6O2",13,15,64.0434891124
"C6H18N4",12,14,146.153146599
"C6H18N4",13,14,152.173275625
"C6H18N4",12,15,150.141286171
"C6H18N4",13,15,156.161415198
"C6H5IO",12,14,219.938507783
"C6H5IO",13,14,225.958636809
"C6H5IO",12,15,219.938507783
"C6H5IO",13,15,225.958636809
"C18H16O3",12,14,280.10994438
"C18H16O3",13,14,298.17033146
"C18H16O3",12,15,280.10994438
"C18H16O3",13,15,298.17033146
"C18H16O4",12,14,296.104859002
"C18H16O4",13,14,314.165246082
"C18H16O4",12,15,296.104859002
"C18H16O4",13,15,314.165246082
"C18H16O5",12,14,312.099773624
"C18H16O5",13,14,330.160160705
"C18H16O5",12,15,312.099773624
"C18H16O5",13,15,330.160160705
"C21H40N7O14P",12,14,645.23708554
"C21H40N7O14P",13,14,666.307537134
"C21H40N7O14P",12,15,652.216329792
"C21H40N7O14P",13,15,673.286781386
"C18H16O6",12,14,328.094688246
"C18H16O6",13,14,346.155075327
"C18H16O6",12,15,328.094688246
"C18H16O6",13,15,346.155075327
"C15H23N3O15P2",12,14,547.060440105
"C15H23N3O15P2",13,14,562.110762672
"C15H23N3O15P2",12,15,550.051544785
"C15H23N3O15P2",13,15,565.101867352
"C18H16O7",12,14,344.089602868
"C18H16O7",13,14,362.149989949
"C18H16O7",12,15,344.089602868
"C18H16O7",13,15,362.149989949
"C18H16O8",12,14,360.08451749
"C18H16O8",13,14,378.144904571
"C18H16O8",12,15,360.08451749
"C18H16O8",13,15,378.144904571
"C6H13O10P",12,14,276.024633148
"C6H13O10P",13,14,282.044762175
"C6H13O10P",12,15,276.024633148
"C6H13O10P",13,15,282.044762175
"C5H7N3",12,14,109.06399724
"C5H7N3",13,14,114.080771429
"C5H7N3",12,15,112.05510192
"C5H7N3",13,15,117.071876109
"C15H14O10",12,14,354.05869667
"C15H14O10",13,14,369.109019237
"C15H14O10",12,15,354.05869667
"C15H14O10",13,15,369.109019237
"C11H10",12,14,142.078250321
"C11H10",13,14,153.115153537
"C11H10",12,15,142.078250321
"C11H10",13,15,153.115153537
"C55H90O",12,14,766.699167511
"C55H90O",13,14,821.88368359
"C55H90O",12,15,766.699167511
"C55H90O",13,15,821.88368359
"C6H8Cl2N2",12,14,178.006453687
"C6H8Cl2N2",13,14,184.026582714
"C6H8Cl2N2",12,15,180.000523474
"C6H8Cl2N2",13,15,186.0206525
"C15H15BrO2",12,14,306.025542326
"C15H15BrO2",13,14,321.075864893
"C15H15BrO2",12,15,306.025542326
"C15H15BrO2",13,15,321.075864893
"C9H8I2O4",12,14,433.851194745
"C9H8I2O4",13,14,442.881388285
"C9H8I2O4",12,15,433.851194745
"C9H8I2O4",13,15,442.881388285
"C28H43N8O18P3S",12,14,904.16288684
"C28H43N8O18P3S",13,14,932.256822298
"C28H43N8O18P3S",12,15,912.139165985
"C28H43N8O18P3S",13,15,940.233101444
"C2H6OS",12,14,78.0139355047
"C2H6OS",13,14,80.0206451803
"C2H6OS",12,15,78.0139355047
"C2H6OS",13,15,80.0206451803
"C21H40N7O15P",12,14,661.232000162
"C21H40N7O15P",13,14,682.302451756
"C21H40N7O15P",12,15,668.211244414
"C21H40N7O15P",13,15,689.281696008
"C13H16N2O",12,14,216.126263146
"C13H16N2O",13,14,229.169876037
"C13H16N2O",12,15,218.120332932
"C13H16N2O",13,15,231.163945824
"C29H35O17+",12,14,655.186876119
"C29H35O17+",13,14,684.284166415
"C29H35O17+",12,15,655.186876119
"C29H35O17+",13,15,684.284166415
"C9H11Cl3NO3PS",12,14,348.926283555
"C9H11Cl3NO3PS",13,14,357.956477095
"C9H11Cl3NO3PS",12,15,349.923318448
"C9H11Cl3NO3PS",13,15,358.953511988
"C25H30O4",12,14,394.214409451
"C25H30O4",13,14,419.298280396
"C25H30O4",12,15,394.214409451
"C25H30O4",13,15,419.298280396
"C25H30O5",12,14,410.209324073
"C25H30O5",13,14,435.293195019
"C25H30O5",12,15,410.209324073
"C25H30O5",13,15,435.293195019
"C3H3ClO",12,14,89.9872424284
"C3H3ClO",13,14,92.9973069418
"C3H3ClO",12,15,89.9872424284
"C3H3ClO",13,15,92.9973069418
"C25H30O9",12,14,474.188982562
"C25H30O9",13,14,499.272853507
"C25H30O9",12,15,474.188982562
"C25H30O9",13,15,499.272853507
"C19H26I3N3O9",12,14,820.880308449
"C19H26I3N3O9",13,14,839.944050367
"C19H26I3N3O9",12,15,823.871413129
"C19H26I3N3O9",13,15,842.935155047
"C13H14N2O3",12,14,246.100442326
"C13H14N2O3",13,14,259.144055218
"C13H14N2O3",12,15,248.094512112
"C13H14N2O3",13,15,261.138125004
"C12H18O5S2",12,14,306.059565068
"C12H18O5S2",13,14,318.099823122
"C12H18O5S2",12,15,306.059565068
"C12H18O5S2",13,15,318.099823122
"C10H9NO2",12,14,175.063328538
"C10H9NO2",13,14,185.096876916
"C10H9NO2",12,15,176.060363431
"C10H9NO2",13,15,186.09391181
"C15H24NO4PS",12,14,345.116365464
"C15H24NO4PS",13,14,360.166688031
"C15H24NO4PS",12,15,346.113400357
"C15H24NO4PS",13,15,361.163722924
"C10H9NO3",12,14,191.05824316
"C10H9NO3",13,14,201.091791538
"C10H9NO3",12,15,192.055278054
"C10H9NO3",13,15,202.088826432
"C10H9NO4",12,14,207.053157782
"C10H9NO4",13,14,217.086706161
"C10H9NO4",12,15,208.050192676
"C10H9NO4",13,15,218.083741054
"C13H14N2O8",12,14,326.075015437
"C13H14N2O8",13,14,339.118628328
"C13H14N2O8",12,15,328.069085223
"C13H14N2O8",13,15,341.112698114
"C37H44O10",12,14,648.293447633
"C37H44O10",13,14,685.417576632
"C37H44O10",12,15,648.293447633
"C37H44O10",13,15,685.417576632
"C6H15O8P",12,14,246.050453968
"C6H15O8P",13,14,252.070582995
"C6H15O8P",12,15,246.050453968
"C6H15O8P",13,15,252.070582995
"C10H9NO5",12,14,223.048072405
"C10H9NO5",13,14,233.081620783
"C10H9NO5",12,15,224.045107298
"C10H9NO5",13,15,234.078655676
"C11H7ClN2OS",12,14,249.996761257
"C11H7ClN2OS",13,14,261.033664473
"C11H7ClN2OS",12,15,251.990831044
"C11H7ClN2OS",13,15,263.027734259
"C10H9NO7",12,14,255.037901649
"C10H9NO7",13,14,265.071450027
"C10H9NO7",12,15,256.034936542
"C10H9NO7",13,15,266.06848492
"C37H44O13",12,14,696.2781915
"C37H44O13",13,14,733.402320498
"C37H44O13",12,15,696.2781915
"C37H44O13",13,15,733.402320498
"C8H8N2",12,14,132.068748267
"C8H8N2",13,14,140.09558697
"C8H8N2",12,15,134.062818054
"C8H8N2",13,15,142.089656756
"C14H13NO2",12,14,227.094628667
"C14H13NO2",13,14,241.141596396
"C14H13NO2",12,15,228.09166356
"C14H13NO2",13,15,242.138631289
"C37H44O14",12,14,712.273106122
"C37H44O14",13,14,749.39723512
"C37H44O14",12,15,712.273106122
"C37H44O14",13,15,749.39723512
"C8H8N4",12,14,160.074896278
"C8H8N4",13,14,168.10173498
"C8H8N4",12,15,164.06303585
"C8H8N4",13,15,172.089874553
"C14H13NO4",12,14,259.084457911
"C14H13NO4",13,14,273.13142564
"C14H13NO4",12,15,260.081492804
"C14H13NO4",13,15,274.128460533
"C14H13NO6",12,14,291.074287155
"C14H13NO6",13,14,305.121254884
"C14H13NO6",12,15,292.071322048
"C14H13NO6",13,15,306.118289777
"C51H79NO13",12,14,913.555141628
"C51H79NO13",13,14,964.726238356
"C51H79NO13",12,15,914.552176522
"C51H79NO13",13,15,965.723273249
"C14H13NO7",12,14,307.069201777
"C14H13NO7",13,14,321.116169506
"C14H13NO7",12,15,308.06623667
"C14H13NO7",13,15,322.1132044
"C45H38O16",12,14,834.215985173
"C45H38O16",13,14,879.366952874
"C45H38O16",12,15,834.215985173
"C45H38O16",13,15,879.366952874
"C8H11N2O4+",12,14,199.071333272
"C8H11N2O4+",13,14,207.098171974
"C8H11N2O4+",12,15,201.065403058
"C8H11N2O4+",13,15,209.092241761
"C29H36N2O4",12,14,476.267507654
"C29H36N2O4",13,14,505.364797951
"C29H36N2O4",12,15,478.261577441
"C29H36N2O4",13,15,507.358867737
"C16H13ClN2O2",12,14,300.066555382
"C16H13ClN2O2",13,14,316.120232787
"C16H13ClN2O2",12,15,302.060625168
"C16H13ClN2O2",13,15,318.114302573
"C45H38O18",12,14,866.205814418
"C45H38O18",13,14,911.356782119
"C45H38O18",12,15,866.205814418
"C45H38O18",13,15,911.356782119
"C16H27N3O13P2",12,14,531.10191099
"C16H27N3O13P2",13,14,547.155588394
"C16H27N3O13P2",12,15,534.093015669
"C16H27N3O13P2",13,15,550.146693074
"C24H21As",12,14,384.085922074
"C24H21As",13,14,408.166438181
"C24H21As",12,15,384.085922074
"C24H21As",13,15,408.166438181
"C18H14ClFN2O3",12,14,360.067698236
"C18H14ClFN2O3",13,14,378.128085317
"C18H14ClFN2O3",12,15,362.061768022
"C18H14ClFN2O3",13,15,380.122155103
"C37H38N2O6",12,14,606.272986963
"C37H38N2O6",13,14,643.397115961
"C37H38N2O6",12,15,608.267056749
"C37H38N2O6",13,15,645.391185748
"C28H42Cl2N4O2+2",12,14,536.267384873
"C28H42Cl2N4O2+2",13,14,564.361320332
"C28H42Cl2N4O2+2",12,15,540.255524446
"C28H42Cl2N4O2+2",13,15,568.349459905
"C25H29NO4",12,14,407.209658424
"C25H29NO4",13,14,432.293529369
"C25H29NO4",12,15,408.206693318
"C25H29NO4",13,15,433.290564263
"C20H37N3O13",12,14,527.232638291
"C20H37N3O13",13,14,547.299735047
"C20H37N3O13",12,15,530.22374297
"C20H37N3O13",13,15,550.290839726
"C13H14Cl2N2O6",12,14,364.022891612
"C13H14Cl2N2O6",13,14,377.066504504
"C13H14Cl2N2O6",12,15,366.016961399
"C13H14Cl2N2O6",13,15,379.06057429
"C29H25NO12",12,14,579.137675273
"C29H25NO12",13,14,608.234965569
"C29H25NO12",12,15,580.134710166
"C29H25NO12",13,15,609.232000462
"C12H14N2O3S",12,14,266.072513016
"C12H14N2O3S",13,14,278.11277107
"C12H14N2O3S",12,15,268.066582802
"C12H14N2O3S",13,15,280.106840856
"C6H5N5O",12,14,163.049409809
"C6H5N5O",13,14,169.069538835
"C6H5N5O",12,15,168.034584275
"C6H5N5O",13,15,174.054713301
"C3H4N2",12,14,68.0374481388
"C3H4N2",13,14,71.0475126522
"C3H4N2",12,15,70.0315179252
"C3H4N2",13,15,73.0415824386
"C7H14NO5P",12,14,223.060959075
"C7H14NO5P",13,14,230.08444294
"C7H14NO5P",12,15,224.057993968
"C7H14NO5P",13,15,231.081477833
"C10H9NOS",12,14,191.040484606
"C10H9NOS",13,14,201.074032984
"C10H9NOS",12,15,192.037519499
"C10H9NOS",13,15,202.071067877
"C19H12O4",12,14,304.073558874
"C19H12O4",13,14,323.137300792
"C19H12O4",12,15,304.073558874
"C19H12O4",13,15,323.137300792
"C19H12O5",12,14,320.068473496
"C19H12O5",13,14,339.132215414
"C19H12O5",12,15,320.068473496
"C19H12O5",13,15,339.132215414
"C19H12O6",12,14,336.063388118
"C19H12O6",13,14,355.127130036
"C19H12O6",12,15,336.063388118
"C19H12O6",13,15,355.127130036
"C6H15O9P",12,14,262.04536859
"C6H15O9P",13,14,268.065497617
"C6H15O9P",12,15,262.04536859
"C6H15O9P",13,15,268.065497617
"C19H12O7",12,14,352.05830274
"C19H12O7",13,14,371.122044658
"C19H12O7",12,15,352.05830274
"C19H12O7",13,15,371.122044658
"C25H31FO8",12,14,478.200296172
"C25H31FO8",13,14,503.284167117
"C25H31FO8",12,15,478.200296172
"C25H31FO8",13,15,503.284167117
"C38H56O3",12,14,560.422945664
"C38H56O3",13,14,598.5504295
"C38H56O3",12,15,560.422945664
"C38H56O3",13,15,598.5504295
"C12H10N4O2",12,14,242.080375586
"C12H10N4O2",13,14,254.12063364
"C12H10N4O2",12,15,246.068515159
"C12H10N4O2",13,15,258.108773212
"C38H56O4",12,14,576.417860286
"C38H56O4",13,14,614.545344122
"C38H56O4",12,15,576.417860286
"C38H56O4",13,15,614.545344122
"C8H8O2",12,14,136.052429501
"C8H8O2",13,14,144.079268203
"C8H8O2",12,15,136.052429501
"C8H8O2",13,15,144.079268203
"C8H8O3",12,14,152.047344123
"C8H8O3",13,14,160.074182826
"C8H8O3",12,15,152.047344123
"C8H8O3",13,15,160.074182826
"C8H8O4",12,14,168.042258745
"C8H8O4",13,14,176.069097448
"C8H8O4",12,15,168.042258745
"C8H8O4",13,15,176.069097448
"C8H8O5",12,14,184.037173367
"C8H8O5",13,14,192.06401207
"C8H8O5",12,15,184.037173367
"C8H8O5",13,15,192.06401207
"C14H24O2",12,14,224.177630015
"C14H24O2",13,14,238.224597744
"C14H24O2",12,15,224.177630015
"C14H24O2",13,15,238.224597744
"C8H8O6",12,14,200.032087989
"C8H8O6",13,14,208.058926692
"C8H8O6",12,15,200.032087989
"C8H8O6",13,15,208.058926692
"C8H8O7",12,14,216.027002611
"C8H8O7",13,14,224.053841314
"C8H8O7",12,15,216.027002611
"C8H8O7",13,15,224.053841314
"C11H20NO9S2-",12,14,374.058496206
"C11H20NO9S2-",13,14,385.095399422
"C11H20NO9S2-",12,15,375.055531099
"C11H20NO9S2-",13,15,386.092434315
"C12H9N3O",12,14,211.074561927
"C12H9N3O",13,14,223.11481998
"C12H9N3O",12,15,214.065666606
"C12H9N3O",13,15,226.10592466
"C8H7N3O5",12,14,225.038570351
"C8H7N3O5",13,14,233.065409053
"C8H7N3O5",12,15,228.02967503
"C8H7N3O5",13,15,236.056513733
"C14H9Cl2NO5",12,14,340.985777825
"C14H9Cl2NO5",13,14,355.032745554
"C14H9Cl2NO5",12,15,341.982812718
"C14H9Cl2NO5",13,15,356.029780447
"C14H24O8",12,14,320.147117747
"C14H24O8",13,14,334.194085476
"C14H24O8",12,15,320.147117747
"C14H24O8",13,15,334.194085476
"C30H46O4",12,14,470.339609965
"C30H46O4",13,14,500.440255099
"C30H46O4",12,15,470.339609965
"C30H46O4",13,15,500.440255099
"C30H46O5",12,14,486.334524587
"C30H46O5",13,14,516.435169721
"C30H46O5",12,15,486.334524587
"C30H46O5",13,15,516.435169721
"C19H37O7P",12,14,408.227690052
"C19H37O7P",13,14,427.291431971
"C19H37O7P",12,15,408.227690052
"C19H37O7P",13,15,427.291431971
"C30H46O7",12,14,518.324353831
"C30H46O7",13,14,548.424998965
"C30H46O7",12,15,518.324353831
"C30H46O7",13,15,548.424998965
"C7H15Cl2N2O2P",12,14,260.024819666
"C7H15Cl2N2O2P",13,14,267.048303531
"C7H15Cl2N2O2P",12,15,262.018889452
"C7H15Cl2N2O2P",13,15,269.042373317
"C30H46O8",12,14,534.319268453
"C30H46O8",13,14,564.419913587
"C30H46O8",12,15,534.319268453
"C30H46O8",13,15,564.419913587
"C25H29N3O2",12,14,403.225977191
"C25H29N3O2",13,14,428.309848136
"C25H29N3O2",12,15,406.21708187
"C25H29N3O2",13,15,431.300952815
"C33H43ClO20",12,14,794.203621532
"C33H43ClO20",13,14,827.31433118
"C33H43ClO20",12,15,794.203621532
"C33H43ClO20",13,15,827.31433118
"C18H37N5O10",12,14,483.254042435
"C18H37N5O10",13,14,501.314429515
"C18H37N5O10",12,15,488.239216901
"C18H37N5O10",13,15,506.299603981
"C31H53NO8",12,14,567.377117683
"C31H53NO8",13,14,598.481117655
"C31H53NO8",12,15,568.374152577
"C31H53NO8",13,15,599.478152548
"C17H21N2O10S2-",12,14,477.064309865
"C17H21N2O10S2-",13,14,494.121342108
"C17H21N2O10S2-",12,15,479.058379652
"C17H21N2O10S2-",13,15,496.115411894
"C27H28ClFN2OS",12,14,482.159490131
"C27H28ClFN2OS",13,14,509.250070752
"C27H28ClFN2OS",12,15,484.153559918
"C27H28ClFN2OS",13,15,511.244140538
"C21H28ClN3O7S",12,14,501.133648669
"C21H28ClN3O7S",13,14,522.204100263
